url,label
http://77.73.3.177/~loving/modules/pk_flexmenu/uploads/roct/profile.html,1
http://lovingthis.com/~loving/modules/pk_flexmenu/uploads/roct/profile.html,1
http://dopolnitelnaya-rabota.ru,1
https://profiinternet.artur-grant.ru,1
http://business-work.ru,1
http://online-work-info.ru,1
http://dohod-v-internete24.ru,1
http://internet-rabota-vsem.ru/,1
https://bioluminescent-capi.000webhostapp.com/wl/web/wbs/sys=Sk3444/auth=v1/login/login.php?,1
https://showcase.modjoo.com/xaivhost/Login/customer_center/customer-IDPP00C459/myaccount/signin/?country.x=US&amp;locale.x=en_US,1
https://fuze-help.waw.pl/fuze-help.waw.pl/welkom/Mijn%20ICS%20Validatie.php,1
https://bitly.com/2EZ9QxN,1
https://hunterserer.zapto.org/customer_center/Secure164/myaccount/signin/?country.x=US&amp;locale.x=en_US,1
https://magazine78.sslblindado.com/magazine-2019/,1
http://webtechsofts.com/wp-admin/js/rackspace/login.php,1
http://maksipol.ru/sites/default/files/uppdaate/suppoorte/summray/updddatee/questi/myaccount/signin/,1
https://paypal-gift-card.gitlab.io/paypal/,1
http://paypal.co.uk.7ljm.pw/n,1
http://www.blukey.ru/,1
http://www.piramida.ee/mvk/,1
https://vk1111111.000webhostapp.com/,1
https://paypallimited.myvnc.com/myaccount/mac6/websrc,1
https://paypallimited.myvnc.com/suspicious/activity,1
https://paypallimited.myvnc.com/,1
https://avtouslugi24.pl:443/wordpress/wp-content/themes/v0icemessgaes/411208f6be6cf57e11bd5ffaa14727d7/login.php,1
https://paradisetravel-blog.com/wp-content/sitemaps/includes/recaptcha/www/css/,1
https://loscabosnights.com/wp-includes/js/jquery/support-paypal/customer_center/customer-IDPP00C375/myaccount/signin/?country.x=US&amp;locale.x=en_US,1
http://bestckanje.org.ru/,1
http://magento.progressive.itembridge.com/personas/34.237.113.1131822/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,1
https://obmen24-btc.ru,1
http://nmg3j.cn/upload/accountx/FTI/session=d2489e0d923322064c718eb7039/customer_center/customer-IDPP00C495/myaccount/signin/?country.x=US&amp;locale.x=en_US,1
https://www.inoxeasy.com/login.bancochile/bancochile-web/persona/login/index.htm,1
https://paypal-giftcard.gitlab.io/paypal.com/,1
https://pagosesion.mipaypalresolvado.ld-3756823.com/signin/,1
http://ludicando.com.br/wp-admin/img/www.ziggo.nl/login/2e14aab43b3a2f1afb659f636dddea45c51caced70a45c951cad08304090cd27aeaf7216602a3f1be60adf4fb08118ed/vergoeding.htm,1
https://b9e4513451c571574a57b082173ee47d.com/signin/_?country.x=en_US&amp;locale.x=en_US&amp;session_id=EovKj1GhCmqGmszkReK73MNwSuyT3A&amp;mode=dekstop,1
http://sagawa-oma.com:81/pp.html,1
http://sagawa-oha.com:81/index2.html,1
http://sagawa-oha.com:81/,1
http://sagawa-ori.com:81/pp.html,1
http://natural-health-center.ru/,1
http://natural-health-center.ru,1
http://sagawa-oho.com:81/,1
http://sagawa-ohu.com:81/,1
http://insto.zzz.com.ua,1
http://beta-pe.com/,1
https://bit.ly/2HndTpp,1
http://zonasegurabetporinternet.beta-pe.com/error,1
http://zonasegurabetporinternet.beta-pe.com/,1
http://christumcrva.com/2.htm,1
http://buurtparkeren.nu/1.htm,1
http://ca.krasnodar.creovector.ru/olb/34.237.113.1138435/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,1
http://bcpzomaseguravianbcp.xviriduriasana.com/,1
https://app-100613522020.000webhostapp.com/,1
https://unwrung-livers.000webhostapp.com/atty/AT_T%20_1/AT&T/index.php,1
http://www.durso.online/,1
http://contato-appsicred.com/index1.php,1
http://naturaativacao-net.umbler.net/loginPedidos.htm,1
http://xviriduriasana.com/,1
http://cnfrmpagee-immprovemnt.gq/,1
https://arterydesigns.com/dropfile/,1
http://autoid-rrc.ru/bitrix/admin/htmleditor2/js/identification.htm,1
http://u0670691.cp.regruhosting.ru/INGES2019.PassWallet.Servicoe7902232.clintes.bertiones.7362992/bc2d4/pass.html,1
http://caves-pierre-noble-elbeuf.fr/ineg,1
http://poolescalante.com/.well-known/read/index.php,1
https://dropxloot.com/,1
http://u0670691.cp.regruhosting.ru/INGES2019.PassWallet.Servicoe7902232.clintes.bertiones.7362992/be109/,1
http://u0670763.cp.regruhosting.ru/INGServiceclient.walliet.contacter.notre.disponibleopas526882.e79122/7591d/,1
http://u0670763.cp.regruhosting.ru/INGServiceclient.walliet.contacter.notre.disponibleopas526882.e79122/e1659/,1
https://roadinsethebeat.info/ghji/13d6cca786a4f4c7c6a009fc32dee09c/verification.php,1
http://vk.simple4u.eu/,1
http://00vk.tk/,1
http://vk-photos-videos.ru/,1
https://precosdofipe.com/,1
https://www.fipecarroseprecos.com/,1
https://processoconsultasbr.com/,1
https://www.genteinformadas.com/,1
https://cnpjdesempresa.com/,1
https://www.negociodeempresas.com/,1
https://www.cidadaeshonestos.com/,1
http://cso-access-att.com/Controller/,1
https://www.sicredi.combr.xyz/sic/home.php,1
http://tudo-paravoce.com/index.php?produto=709464298,1
https://frytscoiznneusts.com/index.php?produto=196827650,1
http://293713.pl/jf-llszZO,1
http://sagawa-oka.com:81/,1
http://secure-your-accounteinformations.freshopping.com.br/accounteinformations/Secure-your-accounte_informations/Support/update/manage/b5359/home,1
http://jimbrownett.com/wall/nzvags/foldsa/smscode/asb.co.nz,1
http://rekrutan.com/binab46024c8-20a9-44b3-b666-a63854fddaa4/Boa/,1
https://raffab.com/a,1
https://model.brandbrandmedia.com/earthlink1/,1
http://bangkokmotorshowgroup.com/grandprixdatabase/ss/a99e03f1/Up-dating.php?country_x=-&amp;ACCT_x=ID-PPL=PA324181.214.191.205=ScrPg=44b50adb221ecc3dff7b22be3847fa21988d5585d23ca403c701cba933c5e81eS=$1$GYLYuaTA$itLUgQUYRqp3GSc4FlVAV18DTKltBSWicdm5VYeRr29uazI1xnZMEs6FykJvqGHoANpLfQXg0bU7PwjCh34OMGUTOcS71aXdluLDVZnBv5iCw3tfeHKJzojpRkh6qEA4Wyg8mx2bPsYFI09QrN605325579,1
http://lk.pobeditelk.club/,1
http://mardemi.ru/42,1
